source_url,page_label,page_summary,reported_total,Date,Name,Rank,Nationality,Branch,Age,Country,Province,Where,Cause,State,City
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/8/2005,"Philippon, Lawrence R.",Lance Corporal,United States,U.S. Marine,22,Iraq,Anbar,Al Qaim (near Syrian border),Hostile - hostile fire - small arms fire,Connecticut,Hartford
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/7/2005,"Postal, Michael V.",Lance Corporal,United States,U.S. Marine,21,Iraq,Anbar,Karmah (near Fallujah),Hostile - hostile fire - IED attack,New York,Glen Oaks
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/7/2005,"Wiener, Jeffery L.",Petty Officer 3rd Class,United States,U.S. Navy,32,Iraq,Anbar,Haditha,Hostile - hostile fire - suicide car bomb,Kentucky,Louisville
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/7/2005,"Graham, Lance Tanner",Lance Corporal,United States,U.S. Marine Reserve,26,Iraq,Anbar,Haditha,Hostile - hostile fire - suicide car bomb,Texas,San Antonio
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/7/2005,"Cepeda Sr., Aaron N.",Sergeant,United States,U.S. Marine Reserve,22,Iraq,Anbar,Haditha,Hostile - hostile fire - suicide car bomb,Texas,San Antonio
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/7/2005,"Marzano, Michael A.",Sergeant,United States,U.S. Marine Reserve,28,Iraq,Anbar,Haditha,Hostile - hostile fire - suicide car bomb,Pennsylvania,Greenville
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/3/2005,"Stoyanov, Preslav Yordanov",Private,Bulgaria,Bulgarian Army,27,Iraq,Basra,Basra (near),Non-hostile - vehicle accident,Unknown,Silistra
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/3/2005,"Donev, Valentin Nikolaev",Junior Sergeant,Bulgaria,Bulgarian Army,33,Iraq,Basra,Basra (military hospital),Non-hostile - vehicle accident,Unknown,Russe
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/3/2005,"Saxton, Stephen P.",Sergeant,United States,U.S. Army,24,Iraq,Baghdad,Baghdad,Hostile - hostile fire - IED attack,California,Temecula
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/3/2005,"Brooks, William J.",Staff Sergeant,United States,U.S. Army,30,Iraq,Baghdad,Baghdad,Hostile - hostile fire - IED attack,Alabama,Birmingham
https://icasualties.org/App/Fatalities,Iraq Fatalities,Iraq Fatalities Total: 4902,4902,5/2/2005,"Wakefield, Anthony John",Guardsman,United Kingdom,British Army,24,Iraq,Maysan,Al Amarah (near),Hostile - hostile fire - IED attack,Unknown,Newcastle-upon-Tyne
