name_primary,artist_id,country_relevance_score,is_country_core,is_country_broad,source_seed,norm_name,hot_country_number_one,hot_country_number_one_matched_name,country_hall_of_fame,country_hall_of_fame_matched_name,billboard_best_country_singers,billboard_best_country_singers_matched_name,in_any_reference_list,reference_list_count,reference_list_hits
Callista Clark,artist_001361,0.45,1.0,1.0,restricted_final_v6_targeted_artist_name,callista clark,False,,False,,False,,False,0,
Floyd Chance,artist_001362,0.45,0.0,1.0,Category:Country musicians from Tennessee,floyd chance,False,,False,,False,,False,0,
Hoot Hester,artist_001363,0.45,0.0,1.0,Category:Country musicians from Kentucky,hoot hester,False,,False,,False,,False,0,
Adam Steffey,artist_001364,0.45,0.0,1.0,Category:Country musicians from Tennessee,adam steffey,False,,False,,False,,False,0,
Leonard Rutherford,artist_001365,0.45,0.0,1.0,Category:Country musicians from Kentucky,leonard rutherford,False,,False,,False,,False,0,
Ken Carson,artist_001366,0.45,0.0,1.0,Category:Country musicians from Oklahoma,ken carson,False,,False,,False,,False,0,
William Hamilton Stepp,artist_001367,0.45,0.0,1.0,Category:Country musicians from Kentucky,william hamilton stepp,False,,False,,False,,False,0,
Mark Rubin,artist_001368,0.45,0.0,1.0,Category:Country musicians from Oklahoma,mark rubin,False,,False,,False,,False,0,
Dylan Golden Aycock,artist_001369,0.45,0.0,1.0,Category:Country musicians from Oklahoma,dylan golden aycock,False,,False,,False,,False,0,
Casey Driessen,artist_001370,0.45,0.0,1.0,Category:Country musicians from Tennessee,casey driessen,False,,False,,False,,False,0,
David Long,artist_001371,0.45,0.0,1.0,Category:Country musicians from Tennessee,david long,False,,False,,False,,False,0,
Jerry Carrigan,artist_001372,0.45,0.0,1.0,Category:Country musicians from Tennessee,jerry carrigan,False,,False,,False,,False,0,
"Clarence ""Gatemouth"" Brown",artist_001373,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,clarence gatemouth brown,False,,False,,False,,False,0,
Tracy Nelson,artist_001374,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,tracy nelson,False,,False,,False,,False,0,
Scott Kelly,artist_001375,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,scott kelly,False,,False,,False,,False,0,
Beck,artist_001376,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,beck,False,,False,,False,,False,0,
T Bone Burnett,artist_001377,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,t bone burnett,False,,False,,False,,False,0,
Dock Boggs,artist_001378,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,dock boggs,False,,False,,False,,False,0,
Elvie Thomas,artist_001379,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,elvie thomas,False,,False,,False,,False,0,
Cady Groves,artist_001380,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,cady groves,False,,False,,False,,False,0,
Shelly Lares,artist_001381,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,shelly lares,False,,False,,False,,False,0,
Gene Parsons,artist_001382,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,gene parsons,False,,False,,False,,False,0,
Jonnie Barnett,artist_001383,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,jonnie barnett,False,,False,,False,,False,0,
Lorrie Collins,artist_001384,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,lorrie collins,False,,False,,False,,False,0,
Kim Hill,artist_001385,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,kim hill,False,,False,,False,,False,0,
Brandi Carlile,artist_001386,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,brandi carlile,False,,False,,False,,False,0,
Robert Mitchum,artist_001387,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,robert mitchum,False,,False,,False,,False,0,
Louise Massey,artist_001388,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,louise massey,False,,False,,False,,False,0,
Jacquie Lee,artist_001389,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,jacquie lee,False,,False,,False,,False,0,
Jim Stafford,artist_001390,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,jim stafford,False,,False,,False,,False,0,
Mae Boren Axton,artist_001391,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas|Category:Country musicians from Oklahoma,mae boren axton,False,,False,,False,,False,0,
Steven Tyler,artist_001392,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,steven tyler,False,,False,,False,,False,0,
Nikki Lane,artist_001393,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,nikki lane,False,,False,,False,,False,0,
Scooter Lee,artist_001394,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,scooter lee,False,,False,,False,,False,0,
Burt Reynolds,artist_001395,0.4499999999999999,0.0,1.0,Category:American country singers,burt reynolds,False,,False,,False,,False,0,
Kendal Conrad,artist_001396,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,kendal conrad,False,,False,,False,,False,0,
Walter Brennan,artist_001397,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,walter brennan,False,,False,,False,,False,0,
Sierra Hull,artist_001398,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,sierra hull,False,,False,,False,,False,0,
Skip Battin,artist_001399,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,skip battin,False,,False,,False,,False,0,
Joan Osborne,artist_001400,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,joan osborne,False,,False,,False,,False,0,
Maggie Baird,artist_001401,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,maggie baird,False,,False,,False,,False,0,
Shawnee Smith,artist_001402,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,shawnee smith,False,,False,,False,,False,0,
Doug Anderson,artist_001403,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,doug anderson,False,,False,,False,,False,0,
Missi Pyle,artist_001404,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,missi pyle,False,,False,,False,,False,0,
Irene Cara—Escalera,artist_001405,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,irene caraescalera,False,,False,,False,,False,0,
Trent Harmon,artist_001406,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,trent harmon,False,,False,,False,,False,0,
Gina Villalobos,artist_001407,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,gina villalobos,False,,False,,False,,False,0,
Lindsey Haun,artist_001408,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,lindsey haun,False,,False,,False,,False,0,
Crystal Bernard,artist_001409,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,crystal bernard,False,,False,,False,,False,0,
Bill Cowsill,artist_001410,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,bill cowsill,False,,False,,False,,False,0,
Betty Everett,artist_001411,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,betty everett,False,,False,,False,,False,0,
Laura Bell Bundy,artist_001412,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,laura bell bundy,False,,False,,False,,False,0,
Lisa Hartman Black,artist_001413,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,lisa hartman black,False,,False,,False,,False,0,
Leigh Nash,artist_001414,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee|Category:Country musicians from Texas,leigh nash,False,,False,,False,,False,0,
Kaitlyn Baker,artist_001415,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,kaitlyn baker,False,,False,,False,,False,0,
Cheyenne Kimball,artist_001416,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,cheyenne kimball,False,,False,,False,,False,0,
Donna Douglas,artist_001417,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,donna douglas,False,,False,,False,,False,0,
Bobby Darin,artist_001418,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,bobby darin,False,,False,,False,,False,0,
Joy Williams,artist_001419,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,joy williams,False,,False,,False,,False,0,
Bruce Channel,artist_001421,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,bruce channel,False,,False,,False,,False,0,
Tift Merritt,artist_001422,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,tift merritt,False,,False,,False,,False,0,
Mindy Smith,artist_001423,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,mindy smith,False,,False,,False,,False,0,
Robin Meade,artist_001424,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,robin meade,False,,False,,False,,False,0,
Jimmy Driftwood,artist_001425,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,jimmy driftwood,False,,False,,False,,False,0,
Boyd Bennett,artist_001426,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,boyd bennett,False,,False,,False,,False,0,
Dan Hicks,artist_001427,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,dan hicks,False,,False,,False,,False,0,
Billy Burnette,artist_001428,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,billy burnette,False,,False,,False,,False,0,
Melonie Cannon,artist_001429,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,melonie cannon,False,,False,,False,,False,0,
Sandy Bull,artist_001430,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,sandy bull,False,,False,,False,,False,0,
Jill Andrews,artist_001431,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,jill andrews,False,,False,,False,,False,0,
Molly Tuttle,artist_001432,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,molly tuttle,False,,False,,False,,False,0,
Clint Eastwood,artist_001433,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,clint eastwood,False,,False,,False,,False,0,
Rebecca Holden,artist_001434,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,rebecca holden,False,,False,,False,,False,0,
Kaci Brown,artist_001435,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,kaci brown,False,,False,,False,,False,0,
Candye Kane,artist_001436,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,candye kane,False,,False,,False,,False,0,
Janis Martin,artist_001437,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,janis martin,False,,False,,False,,False,0,
Norton Buffalo,artist_001438,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,norton buffalo,False,,False,,False,,False,0,
Abra Moore,artist_001439,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,abra moore,False,,False,,False,,False,0,
Karen Dalton,artist_001440,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,karen dalton,False,,False,,False,,False,0,
Al Anderson,artist_001441,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,al anderson,False,,False,,False,,False,0,
Cait Brennan,artist_001442,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,cait brennan,False,,False,,False,,False,0,
Tim Armstrong,artist_001443,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,tim armstrong,False,,False,,False,,False,0,
Christine Albert,artist_001444,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,christine albert,False,,False,,False,,False,0,
Courtney Marie Andrews,artist_001445,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,courtney marie andrews,False,,False,,False,,False,0,
Kassie DePaiva,artist_001446,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,kassie depaiva,False,,False,,False,,False,0,
Shelby Lynne,artist_001447,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,shelby lynne,False,,False,,False,,False,0,
Savannah Conley,artist_001448,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,savannah conley,False,,False,,False,,False,0,
Humphrey Bate,artist_001449,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,humphrey bate,False,,False,,False,,False,0,
Chevel Shepherd,artist_001450,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,chevel shepherd,False,,False,,False,,False,0,
Janette Carter,artist_001451,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,janette carter,False,,False,,False,,False,0,
Jason C. Miller,artist_001452,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,jason c miller,False,,False,,False,,False,0,
John Brannen,artist_001453,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,john brannen,False,,False,,False,,False,0,
Judy Lynn,artist_001454,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,judy lynn,False,,False,,False,,False,0,
Buddy Knox,artist_001455,0.35,0.0,1.0,Category:Country musicians from Texas,buddy knox,False,,False,,False,,False,0,
Dann Huff,artist_001456,0.35,0.0,1.0,Category:Country musicians from Tennessee,dann huff,False,,False,,False,,False,0,
Spanky and Our Gang,artist_001458,0.35,0.0,1.0,Category:American country singer-songwriters,spanky and our gang,False,,False,,False,,False,0,
Jimmy Van Eaton,artist_001459,0.35,0.0,1.0,Category:Country musicians from Tennessee,jimmy van eaton,False,,False,,False,,False,0,
Donnie Brooks,artist_001460,0.35,0.0,1.0,Category:Country musicians from Texas,donnie brooks,False,,False,,False,,False,0,
Clyde Stacy,artist_001461,0.35,0.0,1.0,Category:Country musicians from Oklahoma,clyde stacy,False,,False,,False,,False,0,
Jimmy Wyble,artist_001462,0.35,0.0,1.0,Category:Country musicians from Texas,jimmy wyble,False,,False,,False,,False,0,
Ronnie Dawson,artist_001463,0.35,0.0,1.0,Category:Country musicians from Texas,ronnie dawson,False,,False,,False,,False,0,
Kristin Chenoweth,artist_001464,0.35,0.0,1.0,Category:Country musicians from Oklahoma,kristin chenoweth,False,,False,,False,,False,0,
Dorsey Dixon,artist_001465,0.35,0.0,1.0,Category:American country singer-songwriters,dorsey dixon,False,,False,,False,,False,0,
Ben Keith,artist_001466,0.35,0.0,1.0,Category:Country musicians from Kentucky,ben keith,False,,False,,False,,False,0,
Les Paul,artist_001467,0.35,0.0,1.0,Category:American country singers,les paul,False,,False,,False,,False,0,
Jackie DeShannon,artist_001468,0.35,0.0,1.0,Category:Country musicians from Kentucky,jackie deshannon,False,,False,,False,,False,0,
Rocky Burnette,artist_001469,0.35,0.0,1.0,Category:Country musicians from Tennessee,rocky burnette,False,,False,,False,,False,0,
Tommy Allsup,artist_001470,0.35,0.0,1.0,Category:Country musicians from Texas|Category:Country musicians from Oklahoma,tommy allsup,False,,False,,False,,False,0,
