name_primary,artist_id,country_relevance_score,is_country_core,is_country_broad,source_seed,norm_name,hot_country_number_one,hot_country_number_one_matched_name,country_hall_of_fame,country_hall_of_fame_matched_name,billboard_best_country_singers,billboard_best_country_singers_matched_name,in_any_reference_list,reference_list_count,reference_list_hits
Will Chase,artist_001133,0.85,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,will chase,False,,False,,False,,False,0,
Susie McEntire,artist_001134,0.85,1.0,1.0,Category:Country musicians from Oklahoma,susie mcentire,False,,False,,False,,False,0,
John Barlow Jarvis,artist_001135,0.85,1.0,1.0,Category:Country musicians from Tennessee,john barlow jarvis,False,,False,,False,,False,0,
Tim Krekel,artist_001136,0.85,1.0,1.0,Category:Country musicians from Kentucky,tim krekel,False,,False,,False,,False,0,
Tommy Blake,artist_001137,0.85,1.0,1.0,Category:Country musicians from Texas,tommy blake,False,,False,,False,,False,0,
Jerry Abbott,artist_001138,0.85,1.0,1.0,Category:Country musicians from Texas,jerry abbott,False,,False,,False,,False,0,
Woody Guthrie,artist_001139,0.85,1.0,1.0,Category:Country musicians from Oklahoma,woody guthrie,False,,False,,False,,False,0,
Rickie Simpkins,artist_001140,0.85,1.0,1.0,Category:American country singer-songwriters,rickie simpkins,False,,False,,False,,False,0,
Bobbie Nelson,artist_001141,0.85,1.0,1.0,Category:Country musicians from Texas,bobbie nelson,False,,False,,False,,False,0,
Del Wood,artist_001142,0.85,1.0,1.0,Category:Country musicians from Tennessee,del wood,False,,False,,False,,False,0,
Johnny Hiland,artist_001143,0.85,1.0,1.0,Category:Country musicians from Tennessee,johnny hiland,False,,False,,False,,False,0,
Jerry Chesnut,artist_001144,0.85,1.0,1.0,Category:Country musicians from Kentucky,jerry chesnut,False,,False,,False,,False,0,
Emily Robison,artist_001146,0.85,1.0,1.0,Category:Country musicians from Texas,emily robison,False,,False,,False,,False,0,
Del McCoury,artist_001147,0.85,0.0,1.0,Category:American country singer-songwriters,del mccoury,False,,False,,False,,False,0,
Sierra Ferrell,artist_001148,0.85,0.0,1.0,Category:American country singer-songwriters,sierra ferrell,False,,False,,False,,False,0,
Ralph Stanley,artist_001149,0.85,0.0,1.0,Category:American country singer-songwriters,ralph stanley,False,,False,,False,,False,0,
Parker McCollum,artist_001150,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,parker mccollum,False,,False,,False,,False,0,
Frank Wakefield,artist_001151,0.8,1.0,1.0,Category:Country musicians from Tennessee,frank wakefield,False,,False,,False,,False,0,
Junior Barnard,artist_001152,0.8,1.0,1.0,Category:Country musicians from Oklahoma,junior barnard,False,,False,,False,,False,0,
Jack Guthrie,artist_001153,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,jack guthrie,False,,False,,False,,False,0,
Tommy Duncan,artist_001154,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,tommy duncan,False,,False,,False,,False,0,
Tex Williams,artist_001155,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters,tex williams,False,,False,,False,,False,0,
Spade Cooley,artist_001156,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,spade cooley,False,,False,,False,,False,0,
Arkie Shibley,artist_001157,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters,arkie shibley,False,,False,,False,,False,0,
Cecil Brower,artist_001158,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,cecil brower,False,,False,,False,,False,0,
Douglas B. Green,artist_001159,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters,douglas b green,False,,False,,False,,False,0,
Jimmie Dolan,artist_001160,0.7999999999999999,1.0,1.0,Category:American country singer-songwriters,jimmie dolan,False,,False,,False,,False,0,
Billy Hughes,artist_001162,0.7,1.0,1.0,Category:Country musicians from Oklahoma,billy hughes,False,,False,,False,,False,0,
Eldon Shamblin,artist_001163,0.7,1.0,1.0,Category:Country musicians from Oklahoma,eldon shamblin,False,,False,,False,,False,0,
Star Anna,artist_001164,0.7,0.0,1.0,Category:American country singer-songwriters,star anna,False,,False,,False,,False,0,
Burl Ives,artist_001166,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,burl ives,False,,False,,False,,False,0,
Judy Collins,artist_001167,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,judy collins,False,,False,,False,,False,0,
Michelle Branch,artist_001168,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,michelle branch,False,,False,,False,,False,0,
Patty Griffin,artist_001169,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,patty griffin,False,,False,,False,,False,0,
Hayden Panettiere,artist_001170,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,hayden panettiere,False,,False,,False,,False,0,
Roba Stanley,artist_001171,0.4499999999999999,0.0,1.0,Category:American country singer-songwriters,roba stanley,False,,False,,False,,False,0,
Buzz Busby,artist_001172,1.0,0.0,1.0,Category:American country singer-songwriters,buzz busby,False,,False,,False,,False,0,
Lou Reid,artist_001173,1.0,0.0,1.0,Category:American country singer-songwriters,lou reid,False,,False,,False,,False,0,
Terry Baucom,artist_001174,1.0,0.0,1.0,Category:American country singer-songwriters,terry baucom,False,,False,,False,,False,0,
Ron Stewart,artist_001175,1.0,0.0,1.0,Category:American country singer-songwriters,ron stewart,False,,False,,False,,False,0,
David Davis,artist_001176,1.0,0.0,1.0,Category:American country singer-songwriters,david davis,False,,False,,False,,False,0,
Alecia Nugent,artist_001177,1.0,0.0,1.0,Category:American country singer-songwriters,alecia nugent,False,,False,,False,,False,0,
Howdy Forrester,artist_001178,1.0,0.0,1.0,Category:American country singer-songwriters,howdy forrester,False,,False,,False,,False,0,
Jeff Black,artist_001179,1.0,0.0,1.0,Category:American country singer-songwriters,jeff black,False,,False,,False,,False,0,
Jesse McReynolds,artist_001180,1.0,0.0,1.0,Category:American country singer-songwriters,jesse mcreynolds,False,,False,,False,,False,0,
James Intveld,artist_001181,1.0,1.0,1.0,Category:American country singer-songwriters,james intveld,False,,False,,False,,False,0,
Roger Springer,artist_001182,1.0,1.0,1.0,Category:American country singer-songwriters,roger springer,False,,False,,False,,False,0,
Kenny Vaughan,artist_001183,1.0,1.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,kenny vaughan,False,,False,,False,,False,0,
Sean McConnell,artist_001184,1.0,1.0,1.0,Category:American country singer-songwriters,sean mcconnell,False,,False,,False,,False,0,
Charles Sawtelle,artist_001185,0.95,0.0,1.0,Category:Country musicians from Texas,charles sawtelle,False,,False,,False,,False,0,
Marshall Wilborn,artist_001186,0.95,0.0,1.0,Category:Country musicians from Texas,marshall wilborn,False,,False,,False,,False,0,
Elmo Shropshire,artist_001187,0.95,0.0,1.0,Category:Country musicians from Kentucky,elmo shropshire,False,,False,,False,,False,0,
Moonshine Kate,artist_001189,0.9,0.0,1.0,Category:American country singer-songwriters,moonshine kate,False,,False,,False,,False,0,
Audie Blaylock,artist_001190,0.8500000000000001,0.0,1.0,Category:Country musicians from Texas,audie blaylock,False,,False,,False,,False,0,
Jessie Baker,artist_001191,0.8500000000000001,0.0,1.0,Category:Country musicians from Kentucky,jessie baker,False,,False,,False,,False,0,
Grayson Capps,artist_001192,0.85,1.0,1.0,restricted_final_v6_targeted_artist_name,grayson capps,False,,False,,False,,False,0,
Jason Ringenberg,artist_001193,0.85,1.0,1.0,restricted_final_v6_targeted_artist_name,jason ringenberg,False,,False,,False,,False,0,
Earl Scruggs,artist_001194,0.85,1.0,1.0,restricted_final_v6_targeted_artist_name,earl scruggs,False,,False,,False,,False,0,
Rob Ickes,artist_001195,0.85,1.0,1.0,restricted_final_v6_targeted_artist_name,rob ickes,False,,False,,False,,False,0,
Sara Watkins,artist_001196,0.85,0.0,1.0,Category:American country singer-songwriters,sara watkins,False,,False,,False,,False,0,
Don Reno,artist_001197,0.85,0.0,1.0,Category:American country singer-songwriters,don reno,False,,False,,False,,False,0,
J. D. Crowe,artist_001198,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,j d crowe,False,,False,,False,,False,0,
Ryan Bingham,artist_001199,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,ryan bingham,False,,False,,False,,False,0,
Roland White,artist_001200,0.85,0.0,1.0,Category:American country singer-songwriters,roland white,False,,False,,False,,False,0,
Sam Baker,artist_001201,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,sam baker,False,,False,,False,,False,0,
Wade Mainer,artist_001203,0.85,0.0,1.0,Category:American country singer-songwriters,wade mainer,False,,False,,False,,False,0,
Nora Jane Struthers,artist_001204,0.85,0.0,1.0,Category:American country singer-songwriters,nora jane struthers,False,,False,,False,,False,0,
Eric Uglum,artist_001205,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,eric uglum,False,,False,,False,,False,0,
Jimmy Gaudreau,artist_001206,0.85,0.0,1.0,Category:American country singer-songwriters,jimmy gaudreau,False,,False,,False,,False,0,
Snuffy Jenkins,artist_001207,0.85,0.0,1.0,Category:American country singer-songwriters,snuffy jenkins,False,,False,,False,,False,0,
Bonnie Raitt,artist_001208,0.85,0.0,1.0,Category:American country singer-songwriters,bonnie raitt,False,,False,,False,,False,0,
Katy Moffatt,artist_001209,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,katy moffatt,False,,False,,False,,False,0,
David Bromberg,artist_001210,0.85,0.0,1.0,Category:American country singer-songwriters,david bromberg,False,,False,,False,,False,0,
David Rawlings,artist_001211,0.85,0.0,1.0,Category:American country singer-songwriters,david rawlings,False,,False,,False,,False,0,
James King,artist_001212,0.85,0.0,1.0,Category:American country singer-songwriters,james king,False,,False,,False,,False,0,
Amanda Shires,artist_001213,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,amanda shires,False,,False,,False,,False,0,
Benny Sims,artist_001214,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,benny sims,False,,False,,False,,False,0,
Byron Berline,artist_001215,0.85,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Oklahoma,byron berline,False,,False,,False,,False,0,
Carl Jackson,artist_001216,0.85,0.0,1.0,Category:American country singer-songwriters,carl jackson,False,,False,,False,,False,0,
Carter Stanley,artist_001217,0.85,0.0,1.0,Category:American country singer-songwriters,carter stanley,False,,False,,False,,False,0,
Eilen Jewell,artist_001218,0.85,0.0,1.0,Category:American country singer-songwriters,eilen jewell,False,,False,,False,,False,0,
Chris Thile,artist_001219,0.85,0.0,1.0,Category:American country singer-songwriters,chris thile,False,,False,,False,,False,0,
k.d. lang,artist_001220,0.85,1.0,1.0,restricted_final_v6_targeted_artist_name,k d lang,False,,False,,False,,False,0,
Evan Bartels,artist_001221,0.85,1.0,1.0,restricted_final_v6_targeted_artist_name,evan bartels,False,,False,,False,,False,0,
Jessie Murph,artist_001222,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,jessie murph,False,,False,,False,,False,0,
Moe Bandy,artist_001223,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,moe bandy,False,,False,,False,,False,0,
Gene Vincent,artist_001224,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,gene vincent,False,,False,,False,,False,0,
James and the Shame,artist_001225,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,james and shame,False,,False,,False,,False,0,
Cristy Lane,artist_001228,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,cristy lane,False,,False,,False,,False,0,
Jamie Lynn Spears,artist_001229,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,jamie lynn spears,False,,False,,False,,False,0,
Bubba Sparxxx,artist_001230,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,bubba sparxxx,False,,False,,False,,False,0,
Terri Clark,artist_001232,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,terri clark,False,,False,,False,,False,0,
Ray Griff,artist_001233,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,ray griff,False,,False,,False,,False,0,
Ron Hynes,artist_001234,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,ron hynes,False,,False,,False,,False,0,
Catherine Britt,artist_001235,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,catherine britt,False,,False,,False,,False,0,
Slim Dusty,artist_001236,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,slim dusty,False,,False,,False,,False,0,
Dean Brody,artist_001237,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,dean brody,False,,False,,False,,False,0,
Beccy Cole,artist_001238,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,beccy cole,False,,False,,False,,False,0,
Kira Isabella,artist_001239,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,kira isabella,False,,False,,False,,False,0,
Valdy,artist_001240,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,valdy,False,,False,,False,,False,0,
Paul Brandt,artist_001241,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,paul brandt,False,,False,,False,,False,0,
Jamie O'Neal,artist_001242,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,jamie o neal,False,,False,,False,,False,0,
Jade Eagleson,artist_001243,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,jade eagleson,False,,False,,False,,False,0,
Jason McCoy,artist_001245,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,jason mccoy,False,,False,,False,,False,0,
Amber Lawrence,artist_001246,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,amber lawrence,False,,False,,False,,False,0,
Jordan McIntosh,artist_001247,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,jordan mcintosh,False,,False,,False,,False,0,
Jaida Dreyer,artist_001248,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,jaida dreyer,False,,False,,False,,False,0,
Don Amero,artist_001249,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,don amero,False,,False,,False,,False,0,
Lucille Starr,artist_001250,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,lucille starr,False,,False,,False,,False,0,
Ryan Laird,artist_001251,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,ryan laird,False,,False,,False,,False,0,
Mary Duff,artist_001252,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,mary duff,False,,False,,False,,False,0,
Gil Grand,artist_001253,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,gil grand,False,,False,,False,,False,0,
Catherine McGrath,artist_001254,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,catherine mcgrath,False,,False,,False,,False,0,
John Landry,artist_001255,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,john landry,False,,False,,False,,False,0,
Tim Hus,artist_001256,0.7999999999999999,1.0,1.0,restricted_final_v6_targeted_artist_name,tim hus,False,,False,,False,,False,0,
Kenny Baker,artist_001257,0.75,0.0,1.0,Category:Country musicians from Kentucky,kenny baker,False,,False,,False,,False,0,
Abigail Washburn,artist_001258,0.75,0.0,1.0,Category:Country musicians from Tennessee,abigail washburn,False,,False,,False,,False,0,
Bobby Osborne,artist_001259,0.75,0.0,1.0,Category:Country musicians from Kentucky,bobby osborne,False,,False,,False,,False,0,
Sam Bush,artist_001260,0.75,0.0,1.0,Category:Country musicians from Kentucky,sam bush,False,,False,,False,,False,0,
John Cowan,artist_001261,0.75,0.0,1.0,Category:Country musicians from Kentucky,john cowan,False,,False,,False,,False,0,
The Steel Woods,artist_001263,0.75,1.0,1.0,restricted_final_v6_targeted_artist_name,steel woods,False,,False,,False,,False,0,
The Gourds,artist_001264,0.75,1.0,1.0,restricted_final_v6_targeted_artist_name,gourds,False,,False,,False,,False,0,
The Isaacs,artist_001266,0.75,1.0,1.0,restricted_final_v6_targeted_artist_name,isaacs,False,,False,,False,,False,0,
Infamous Stringdusters,artist_001267,0.75,1.0,1.0,restricted_final_v6_targeted_artist_name,infamous stringdusters,False,,False,,False,,False,0,
Lavender Country,artist_001268,0.75,1.0,1.0,restricted_final_v6_targeted_artist_name,lavender country,False,,False,,False,,False,0,
Doyle Lawson,artist_001269,0.7000000000000001,0.0,1.0,restricted_final_v6_targeted_artist_name,doyle lawson,False,,False,,False,,False,0,
James Maddock,artist_001270,0.7000000000000001,0.0,1.0,restricted_final_v6_targeted_artist_name,james maddock,False,,False,,False,,False,0,
Kent Finlay,artist_001271,0.7,0.0,1.0,Category:American country singer-songwriters,kent finlay,False,,False,,False,,False,0,
Chuck Mead,artist_001272,0.7,0.0,1.0,Category:American country singer-songwriters,chuck mead,False,,False,,False,,False,0,
Georgia Webster,artist_001273,0.7,0.0,1.0,Category:American country singer-songwriters,georgia webster,False,,False,,False,,False,0,
Jake Flint,artist_001274,0.7,0.0,1.0,Category:American country singers,jake flint,False,,False,,False,,False,0,
Country Boy Eddie,artist_001275,0.7,0.0,1.0,Category:American country singers,country boy eddie,False,,False,,False,,False,0,
Willie Jones,artist_001276,0.7,0.0,1.0,Category:American country singers,willie jones,False,,False,,False,,False,0,
Chris Housman,artist_001277,0.7,0.0,1.0,Category:American country singer-songwriters,chris housman,False,,False,,False,,False,0,
Joe West,artist_001278,0.7,0.0,1.0,Category:American country singer-songwriters,joe west,False,,False,,False,,False,0,
Hudson Westbrook,artist_001279,0.7,0.0,1.0,Category:American country singer-songwriters,hudson westbrook,False,,False,,False,,False,0,
Ray Butts,artist_001280,0.7,0.0,1.0,Category:American country singer-songwriters,ray butts,False,,False,,False,,False,0,
Joe Carter,artist_001281,0.7,0.0,1.0,Category:American country singer-songwriters,joe carter,False,,False,,False,,False,0,
Roy Moss,artist_001282,0.7,0.0,1.0,Category:American country singer-songwriters,roy moss,False,,False,,False,,False,0,
Chickie Williams,artist_001283,0.7,0.0,1.0,Category:American country singer-songwriters,chickie williams,False,,False,,False,,False,0,
Bridgette Wilson,artist_001284,0.7,0.0,1.0,Category:American country singer-songwriters,bridgette wilson,False,,False,,False,,False,0,
Mark James,artist_001285,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,mark james,False,,False,,False,,False,0,
Susan Anton,artist_001286,0.7,0.0,1.0,Category:American country singer-songwriters,susan anton,False,,False,,False,,False,0,
Chuck Murphy,artist_001287,0.7,0.0,1.0,Category:American country singer-songwriters,chuck murphy,False,,False,,False,,False,0,
Precious Bryant,artist_001288,0.7,0.0,1.0,Category:American country singer-songwriters,precious bryant,False,,False,,False,,False,0,
Aaron Tippin,artist_001289,0.7,0.0,1.0,Category:American country singer-songwriters,aaron tippin,False,,False,,False,,False,0,
Jimmy Boyd,artist_001290,0.7,0.0,1.0,Category:American country singer-songwriters,jimmy boyd,False,,False,,False,,False,0,
Phil Everly,artist_001291,0.7,0.0,1.0,Category:American country singer-songwriters,phil everly,False,,False,,False,,False,0,
Billie Jean Jones,artist_001292,0.7,0.0,1.0,Category:American country singer-songwriters,billie jean jones,False,,False,,False,,False,0,
Boots Woodall,artist_001293,0.7,0.0,1.0,Category:American country singer-songwriters,boots woodall,False,,False,,False,,False,0,
Buzz Campbell,artist_001294,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,buzz campbell,False,,False,,False,,False,0,
Noah Schnacky,artist_001295,0.7,0.0,1.0,Category:American country singer-songwriters,noah schnacky,False,,False,,False,,False,0,
Daisy Mallory,artist_001296,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,daisy mallory,False,,False,,False,,False,0,
Kenny Buttrey,artist_001297,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,kenny buttrey,False,,False,,False,,False,0,
Donna Hughes,artist_001298,0.7,0.0,1.0,Category:American country singer-songwriters,donna hughes,False,,False,,False,,False,0,
Ginny Wright,artist_001299,0.7,0.0,1.0,Category:American country singer-songwriters,ginny wright,False,,False,,False,,False,0,
Grant Langston,artist_001300,0.7,0.0,1.0,Category:American country singer-songwriters,grant langston,False,,False,,False,,False,0,
Greg Bates,artist_001301,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,greg bates,False,,False,,False,,False,0,
Haley Scarnato,artist_001302,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,haley scarnato,False,,False,,False,,False,0,
Jim Ford,artist_001303,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Kentucky,jim ford,False,,False,,False,,False,0,
Riley Shepard,artist_001304,0.7,0.0,1.0,Category:American country singer-songwriters,riley shepard,False,,False,,False,,False,0,
Jonathan Clay,artist_001305,0.7,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,jonathan clay,False,,False,,False,,False,0,
Dan + Shay,artist_001306,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,dan shay,False,,False,,False,,False,0,
The Osmonds,artist_001307,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,osmonds,False,,False,,False,,False,0,
The Bellamy Brothers,artist_001308,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,bellamy brothers,False,,False,,False,,False,0,
The Kentucky Headhunters,artist_001309,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,kentucky headhunters,False,,False,,False,,False,0,
Lonestar,artist_001310,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,lonestar,False,,False,,False,,False,0,
Amazing Rhythm Aces,artist_001311,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,amazing rhythm aces,False,,False,,False,,False,0,
Lady A,artist_001312,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,lady a,False,,False,,False,,False,0,
Zac Brown Band,artist_001315,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,zac brown band,False,,False,,False,,False,0,
Gone West,artist_001316,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,gone west,False,,False,,False,,False,0,
Florida Georgia Line,artist_001317,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,florida georgia line,False,,False,,False,,False,0,
Goose Creek Symphony,artist_001318,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,goose creek symphony,False,,False,,False,,False,0,
American Young,artist_001319,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,american young,False,,False,,False,,False,0,
Aileeah Colgan,artist_001320,0.7,0.0,1.0,Category:American country singer-songwriters,aileeah colgan,False,,False,,False,,False,0,
Griffen Palmer,artist_001321,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,griffen palmer,False,,False,,False,,False,0,
Parmalee,artist_001322,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,parmalee,False,,False,,False,,False,0,
Rocket Club,artist_001323,0.7,1.0,1.0,restricted_final_v6_targeted_artist_name,rocket club,False,,False,,False,,False,0,
Don Parmley,artist_001324,0.65,0.0,1.0,Category:Country musicians from Tennessee,don parmley,False,,False,,False,,False,0,
Alan Munde,artist_001325,0.65,0.0,1.0,Category:Country musicians from Oklahoma,alan munde,False,,False,,False,,False,0,
James Alan Shelton,artist_001326,0.65,0.0,1.0,Category:Country musicians from Tennessee,james alan shelton,False,,False,,False,,False,0,
The SteelDrivers,artist_001327,0.6000000000000001,0.0,1.0,restricted_final_v6_targeted_artist_name,steeldrivers,False,,False,,False,,False,0,
The Grascals,artist_001328,0.6000000000000001,0.0,1.0,restricted_final_v6_targeted_artist_name,grascals,False,,False,,False,,False,0,
Johnny Van Zant,artist_001329,0.6,1.0,1.0,restricted_final_v6_targeted_artist_name,johnny van zant,False,,False,,False,,False,0,
Warren Zevon,artist_001330,0.6,1.0,1.0,restricted_final_v6_targeted_artist_name,warren zevon,False,,False,,False,,False,0,
Brian Hyland,artist_001331,0.6,1.0,1.0,restricted_final_v6_targeted_artist_name,brian hyland,False,,False,,False,,False,0,
Larry the Cable Guy,artist_001332,0.6,1.0,1.0,restricted_final_v6_targeted_artist_name,larry cable guy,False,,False,,False,,False,0,
Dale & Grace,artist_001333,0.6,0.0,1.0,Category:American country singer-songwriters,dale and grace,False,,False,,False,,False,0,
Hazel Smith,artist_001334,0.6,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Tennessee,hazel smith,False,,False,,False,,False,0,
Barry Zito,artist_001335,0.6,0.0,1.0,Category:American country singer-songwriters,barry zito,False,,False,,False,,False,0,
Arlie Duff,artist_001336,0.6,0.0,1.0,Category:American country singer-songwriters|Category:Country musicians from Texas,arlie duff,False,,False,,False,,False,0,
Charline Arthur,artist_001337,0.55,0.0,1.0,Category:Country musicians from Texas,charline arthur,False,,False,,False,,False,0,
Chips Moman,artist_001338,0.55,0.0,1.0,Category:Country musicians from Tennessee,chips moman,False,,False,,False,,False,0,
Paul Westmoreland,artist_001339,0.55,0.0,1.0,Category:Country musicians from Oklahoma,paul westmoreland,False,,False,,False,,False,0,
Roland Janes,artist_001340,0.55,0.0,1.0,Category:Country musicians from Tennessee,roland janes,False,,False,,False,,False,0,
Anthony Crawford,artist_001341,0.55,0.0,1.0,Category:Country musicians from Tennessee,anthony crawford,False,,False,,False,,False,0,
Paul Burlison,artist_001342,0.55,0.0,1.0,Category:Country musicians from Tennessee,paul burlison,False,,False,,False,,False,0,
Velma Williams Smith,artist_001343,0.55,0.0,1.0,Category:Country musicians from Kentucky,velma williams smith,False,,False,,False,,False,0,
Bobby Emmons,artist_001344,0.55,0.0,1.0,Category:Country musicians from Tennessee,bobby emmons,False,,False,,False,,False,0,
Daryl Mosley,artist_001345,0.55,0.0,1.0,Category:Country musicians from Tennessee,daryl mosley,False,,False,,False,,False,0,
Wayne Moss,artist_001346,0.55,0.0,1.0,Category:Country musicians from Tennessee,wayne moss,False,,False,,False,,False,0,
Cuje Bertram,artist_001347,0.55,0.0,1.0,Category:Country musicians from Tennessee|Category:Country musicians from Kentucky,cuje bertram,False,,False,,False,,False,0,
Elizabeth Huett,artist_001348,0.55,0.0,1.0,Category:Country musicians from Tennessee,elizabeth huett,False,,False,,False,,False,0,
Alvis Wayne,artist_001349,0.55,0.0,1.0,Category:Country musicians from Texas,alvis wayne,False,,False,,False,,False,0,
B. Jeff Stone,artist_001350,0.55,0.0,1.0,Category:Country musicians from Texas,b jeff stone,False,,False,,False,,False,0,
Barry Bales,artist_001351,0.55,0.0,1.0,Category:Country musicians from Tennessee,barry bales,False,,False,,False,,False,0,
Buddy Harman,artist_001352,0.55,0.0,1.0,Category:Country musicians from Tennessee,buddy harman,False,,False,,False,,False,0,
Chilton Price,artist_001353,0.55,0.0,1.0,Category:Country musicians from Kentucky,chilton price,False,,False,,False,,False,0,
Cousin Emmy,artist_001354,0.55,0.0,1.0,Category:Country musicians from Kentucky,cousin emmy,False,,False,,False,,False,0,
Gabriel Rhodes,artist_001355,0.55,0.0,1.0,Category:Country musicians from Texas,gabriel rhodes,False,,False,,False,,False,0,
Josh Graves,artist_001356,0.55,0.0,1.0,Category:Country musicians from Tennessee,josh graves,False,,False,,False,,False,0,
The War and Treaty,artist_001357,0.55,1.0,1.0,restricted_final_v6_targeted_artist_name,war and treaty,False,,False,,False,,False,0,
McGuffey Lane,artist_001358,0.5,1.0,1.0,restricted_final_v6_targeted_artist_name,mcguffey lane,False,,False,,False,,False,0,
Ian & Sylvia,artist_001359,0.5,1.0,1.0,restricted_final_v6_targeted_artist_name,ian and sylvia,False,,False,,False,,False,0,
Lasse Stefanz,artist_001360,0.5,1.0,1.0,restricted_final_v6_targeted_artist_name,lasse stefanz,False,,False,,False,,False,0,
