artist_id,name_primary,chart_artist_name,artist_resolution,song_name,song_key,best_chart_year,best_chart_pos,all_chart_years,all_chart_positions,source_titles,source_kinds,artist_in_adjacent,artist_in_full
artist_000015,Reba McEntire,Reba,existing_artist,Strange,strange,2009,11,2009,11,2009 in country music,year_end,0,0
artist_000015,Reba McEntire,Reba McEntire,existing_artist,They Asked About You,they asked about you,1994,7,1994,7,1994 in country music,year_end,0,1
artist_000015,Reba McEntire,Reba,existing_artist,Turn On the Radio,turn on the radio,2011,1,2011,1,2011 in country music,year_end,0,0
artist_000015,Reba McEntire,Reba McEntire,existing_artist,What If?,what if,1998,23,1998,23,1998 in country music,year_end,0,1
artist_000015,Reba McEntire,Reba McEntire,existing_artist,Why Haven't I Heard from You,why haven t i heard from you,1994,5,1994,5,1994 in country music,year_end,0,1
artist_002629,Red & Betty Foley,Red & Betty Foley,existing_artist,A Satisfied Mind,a satisfied mind,1955,11,1955,11,Billboard Top Country & Western Records of 1955,year_end,0,0
artist_000708,Red Foley,Red Foley,existing_artist,Alabama Jubilee,alabama jubilee,1952,3,1952,3,Billboard Top Country & Western Records of 1952,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,As Far As I'm Concerned,as far as i m concerned,1954,8,1954,8,Billboard Top Country & Western Records of 1954,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Birmingham Bounce,birmingham bounce,1950,1,1950,1,Billboard Top Country & Western Records of 1950,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Chattanoogie Shoe Shine Boy,chattanoogie shoe shine boy,1950,1,1950,1,Billboard Top Country & Western Records of 1950,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Cincinnati Dancing Pig,cincinnati dancing pig,1950,2,1950,2,Billboard Top Country & Western Records of 1950,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Hearts of Stone,hearts of stone,1955,13,1955,13,Billboard Top Country & Western Records of 1955,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Just a Closer Walk With Thee,just a closer walk with thee,1950,25,1950,25,Billboard Top Country & Western Records of 1950,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,M-I-S-S-I-S-S-I-P-P-I,m i s s i s s i p p i,1950,1,1950,1,Billboard Top Country & Western Records of 1950,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Midnight,midnight,1953,28,1953,28,Billboard Top Country & Western Records of 1953,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Sugarfoot Rag,sugarfoot rag,1950,9,1950,9,Billboard Top Country & Western Records of 1950,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Tennessee Border,tennessee border,1949,17,1949,17,1949 in country music,year_end,0,1
artist_000708,Red Foley,Red Foley,existing_artist,Tennessee Polka,tennessee polka,1949,21,1949,21,1949 in country music,year_end,0,1
artist_002543,Red Foley and the Cumberland Valley Boys,Red Foley and the Cumberland Valley Boys,existing_artist,Never Trust A Woman,never trust a woman,1947,12,1947,12,1947 in country music,year_end,0,0
artist_002543,Red Foley and the Cumberland Valley Boys,Red Foley and the Cumberland Valley Boys,existing_artist,New Jolie Blonde (New Pretty Blonde),new jolie blonde,1947,8,1947|1947,8|17,1947 in country music,year_end,0,0
artist_002543,Red Foley and the Cumberland Valley Boys,Red Foley and The Cumberland Valley Boys,existing_artist,Tennessee Saturday Night,tennessee saturday night,1949,5,1949|1949,5|19,1949 in country music,year_end,0,0
artist_002546,"Red Foley, Ernest Tubb","Red Foley, Ernest Tubb",existing_artist,"Goodnight, Irene",goodnight irene,1950,1,1950,1,Billboard Top Country & Western Records of 1950,year_end,0,0
artist_002546,"Red Foley, Ernest Tubb","Red Foley, Ernest Tubb",existing_artist,Tennessee Border #2,tennessee border 2,1950,2,1950,2,Billboard Top Country & Western Records of 1950,year_end,0,0
artist_002546,"Red Foley, Ernest Tubb","Red Foley, Ernest Tubb",existing_artist,Too Old to Cut the Mustard,too old to cut the mustard,1952,5,1952,5,Billboard Top Country & Western Records of 1952,year_end,0,0
artist_002630,Red Ingle and The Natural Seven vocal by Cinderella G Stump,Red Ingle and The Natural Seven vocal by Cinderella G Stump,existing_artist,Temptation (Tim-Tayshun),temptation,1947,7,1947,7,1947 in country music,year_end,0,0
artist_000710,Red Sovine,Red Sovine,existing_artist,It'll Come Back,it ll come back,1974,16,1974,16,1974 in country music,year_end,0,1
artist_000710,Red Sovine,Red Sovine,existing_artist,Teddy Bear,teddy bear,1976,1,1976,1,List of Hot Country Singles number ones of 1976,weekly_number_one_wikipedia,0,1
artist_002553,"Red Sovine, Webb Pierce","Red Sovine, Webb Pierce",existing_artist,Little Rosa,little rosa,1956,26,1956,26,Billboard Top Country & Western Records of 1956,year_end,0,0
artist_002553,"Red Sovine, Webb Pierce","Red Sovine, Webb Pierce",existing_artist,Why Baby Why,why baby why,1956,6,1956,6,Billboard Top Country & Western Records of 1956,year_end,0,0
artist_000125,Rex Allen,Rex Allen,existing_artist,Crying in the Chapel,crying in the chapel,1953,4,1953,4,Billboard Top Country & Western Records of 1953,year_end,0,1
artist_001538,Rex Allen Jr.,"Rex Allen, Jr.",existing_artist,Goodbye,goodbye,1974,19,1974,19,1974 in country music,year_end,0,1
artist_000713,Rick Trevino,Rick Trevino,existing_artist,She Can't Say I Didn't Cry,she can t say i didn t cry,1994,3,1994,3,1994 in country music,year_end,0,1
artist_000814,Ricky Nelson,Ricky Nelson,existing_artist,My Bucket's Got a Hole in It,my bucket s got a hole in it,1958,10,1958,10,1958 in country music,year_end,0,1
artist_000814,Ricky Nelson,Ricky Nelson,existing_artist,My Bucket's Got a Hole in It / Believe What You Say,my bucket s got a hole in it believe what you say,1958,33,1958,33,Billboard year-end top 50 country & western singles of 1958,year_end_wikipedia,0,1
artist_000814,Ricky Nelson,Ricky Nelson,existing_artist,Poor Little Fool,poor little fool,1958,3,1958|1958,3|22,1958 in country music|Billboard year-end top 50 country & western singles of 1958,year_end|year_end_wikipedia,0,1
artist_000814,Ricky Nelson,Ricky Nelson,existing_artist,Stood Up / Waitin' in School,stood up waitin in school,1958,33,1958,33,Billboard year-end top 50 country & western singles of 1958,year_end_wikipedia,0,1
artist_000209,Ricky Skaggs,Ricky Skaggs,existing_artist,Life's Too Long (To Live Like This),life s too long,1991,37,1991,37,1991 in country music,year_end,0,1
artist_000065,Ricky Van Shelton,Ricky Van Shelton,existing_artist,I Am a Simple Man,i am a simple man,1991,1,1991,1,1991 in country music,year_end,0,1
artist_000065,Ricky Van Shelton,Ricky Van Shelton,existing_artist,Life's Little Ups and Downs,life s little ups and downs,1991,4,1991,4,1991 in country music,year_end,0,1
artist_000065,Ricky Van Shelton,Ricky Van Shelton,existing_artist,Where Was I,where was i,1994,20,1994,20,1994 in country music,year_end,0,1
artist_000024,Riley Green,Riley Green featuring Ella Langley,existing_artist,Don't Mind If I Do,don t mind if i do,2025,5,2025,5,2025 in country music,year_end,0,1
artist_002483,Rob Crosby,Rob Crosby,existing_artist,She's a Natural,she s a natural,1991,15,1991,15,1991 in country music,year_end,0,0
artist_000615,Rodney Atkins,Rodney Atkins,existing_artist,15 Minutes,15 minutes,2009,20,2009,20,2009 in country music,year_end,0,1
artist_000615,Rodney Atkins,Rodney Atkins featuring The Fisk Jubilee Singers,existing_artist,Caught Up in the Country,caught up in the country,2019,20,2019,20,2019 in country music,year_end,0,1
artist_000615,Rodney Atkins,Rodney Atkins,existing_artist,Cleaning This Gun (Come On in Boy),cleaning this gun,2008,1,2008,1,2008 in country music,year_end,0,1
artist_000615,Rodney Atkins,Rodney Atkins,existing_artist,It's America,it s america,2009,1,2009,1,2009 in country music,year_end,0,1
artist_000615,Rodney Atkins,Rodney Atkins,existing_artist,These Are My People,these are my people,2007,1,2007,1,2007 in country music,year_end,0,1
artist_000615,Rodney Atkins,Rodney Atkins,existing_artist,Watching You,watching you,2007,1,2007,1,2007 in country music,year_end,0,1
artist_001503,Rodney Crowell,Rodney Crowell,existing_artist,Now That We're Alone,now that we re alone,1991,17,1991,17,1991 in country music,year_end,0,1
artist_001792,Roger Miller,Roger Miller,existing_artist,Chug-a-Lug,chug a lug,1964,3,1964,3,1964 in country music,year_end,0,1
artist_001792,Roger Miller,Roger Miller,existing_artist,Dang Me,dang me,1964,3,1964,3,1964 in country music,year_end,0,1
artist_001519,Ronnie Dunn,Ronnie Dunn,existing_artist,Cost of Livin',cost of livin,2011,19,2011,19,2011 in country music,year_end,0,1
artist_000048,Ronnie Milsap,Ronnie Milsap,existing_artist,Are You Lovin' Me Like I'm Lovin' You,are you lovin me like i m lovin you,1991,3,1991,3,1991 in country music,year_end,0,1
artist_000048,Ronnie Milsap,Ronnie Milsap,existing_artist,Let's Take the Long Way Around the World,let s take the long way around the world,1978,1,1978,1,List of Hot Country Singles number ones of 1978,weekly_number_one_wikipedia,0,1
artist_000048,Ronnie Milsap,Ronnie Milsap,existing_artist,Please Don't Tell Me How the Story Ends,please don t tell me how the story ends,1974,1,1974,1,List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia,0,1
artist_000048,Ronnie Milsap,Ronnie Milsap,existing_artist,Since I Don't Have You,since i don t have you,1991,6,1991,6,1991 in country music,year_end,0,1
artist_000048,Ronnie Milsap,Ronnie Milsap,existing_artist,What a Difference You've Made in My Life,what a difference you ve made in my life,1978,1,1978,1,List of Hot Country Singles number ones of 1978,weekly_number_one_wikipedia,0,1
artist_000133,Roy Acuff,Roy Acuff and His Smoky Mountain Boys,existing_artist,(Our Own) Jole Blon,jole blon,1947,17,1947,17,1947 in country music,year_end,0,1
artist_000133,Roy Acuff,Roy Acuff,existing_artist,Back in the Country,back in the country,1974,51,1974,51,1974 in country music,year_end,0,1
artist_000133,Roy Acuff,Roy Acuff,existing_artist,Come and Knock (On the Door of My Heart),come and knock,1959,20,1959,20,1959 in country music,year_end,0,1
artist_000133,Roy Acuff,Roy Acuff,existing_artist,So Many Times,so many times,1959,16,1959,16,1959 in country music,year_end,0,1
artist_001530,Roy Clark,Roy Clark,existing_artist,Honeymoon Feelin',honeymoon feelin,1974,4,1974,4,1974 in country music,year_end,0,1
artist_001530,Roy Clark,Roy Clark,existing_artist,The Great Divide,the great divide,1974,12,1974,12,1974 in country music,year_end,0,1
artist_000013,Roy Drusky,Roy Drusky,existing_artist,Another (Just Like Me),another,1960,2,1960,2,1960 in country music,year_end,0,1
artist_000013,Roy Drusky,Roy Drusky,existing_artist,I Went Out of My Way,i went out of my way,1961,36,1961,36,Billboard year-end top 50 country & western singles of 1961,year_end_wikipedia,0,1
artist_000013,Roy Drusky,Roy Drusky,existing_artist,I'd Rather Loan You Out,i d rather loan you out,1961,50,1961,50,Billboard year-end top 50 country & western singles of 1961,year_end_wikipedia,0,1
artist_000013,Roy Drusky,Roy Drusky,existing_artist,Pick of the Week,pick of the week,1964,13,1964,13,1964 in country music,year_end,0,1
artist_001851,Ruby Wright (country singer),Ruby Wright,existing_artist,Dern Ya,dern ya,1964,13,1964,13,1964 in country music,year_end,0,1
artist_000044,Russell Dickerson,Russell Dickerson with Jake Scott,existing_artist,She Likes It,she likes it,2022,13,2022,13,2022 in country music,year_end,0,1
artist_000112,Ryan Hurd,Ryan Hurd with Maren Morris,existing_artist,Chasing After You,chasing after you,2021,3,2021,3,2021 in country music,year_end,0,1
artist_000197,Sam Barber,Sam Barber featuring Avery Anna,existing_artist,Indigo,indigo,2025,8,2025,8,2025 in country music,year_end,0,1
artist_000050,Sam Hunt,Sam Hunt,existing_artist,Downtown's Dead,downtown s dead,2018,14,2018,14,2018 in country music,year_end,0,1
artist_001050,Sammi Smith,Sammi Smith,existing_artist,Help Me Make It Through the Night,help me make it through the night,1971,1,1971,1,List of Hot Country Singles number ones of 1971,weekly_number_one_wikipedia,0,1
artist_001050,Sammi Smith,Sammi Smith,existing_artist,The Rainbow in Daddy's Eyes,the rainbow in daddy s eyes,1974,16,1974,16,1974 in country music,year_end,0,1
artist_001064,Sammy Kershaw,Sammy Kershaw,existing_artist,I Can't Reach Her Anymore,i can t reach her anymore,1994,3,1994,3,1994 in country music,year_end,0,1
artist_001064,Sammy Kershaw,Sammy Kershaw,existing_artist,Love of My Life,love of my life,1998,2,1998,2,1998 in country music,year_end,0,1
artist_001064,Sammy Kershaw,Sammy Kershaw,existing_artist,National Working Woman's Holiday,national working woman s holiday,1994,2,1994,2,1994 in country music,year_end,0,1
artist_000921,Sara Evans,Sara Evans,existing_artist,As If,as if,2007,11,2007,11,2007 in country music,year_end,0,1
artist_000921,Sara Evans,Sara Evans,existing_artist,Born to Fly,born to fly,2001,1,2001,1,2001 in country music,year_end,0,1
artist_000921,Sara Evans,Sara Evans,existing_artist,You'll Always Be My Baby,you ll always be my baby,2007,13,2007,13,2007 in country music,year_end,0,1
artist_002474,Shaboozey,Shaboozey,existing_artist,A Bar Song (Tipsy),a bar song,2024,1,2024,1,2024 in country music,year_end,0,0
artist_001244,Shania Twain,Shania Twain,existing_artist,Don't Be Stupid (You Know I Love You),don t be stupid,1998,6,1998,6,1998 in country music,year_end,0,1
artist_001244,Shania Twain,Shania Twain,existing_artist,"Honey, I'm Home",honey i m home,1998,1,1998,1,1998 in country music,year_end,0,1
artist_001244,Shania Twain,Shania Twain,existing_artist,You're Still the One,you re still the one,1998,1,1998,1,1998 in country music,year_end,0,1
artist_001447,Shelby Lynne,Shelby Lynne,existing_artist,Things Are Tough All Over,things are tough all over,1991,23,1991,23,1991 in country music,year_end,0,1
artist_002526,Shenandoah,Shenandoah,existing_artist,I Got You,i got you,1991,7,1991,7,1991 in country music,year_end,1,1
artist_000799,Skeeter Davis,Skeeter Davis,existing_artist,(I Can't Help You) I'm Falling Too,i m falling too,1960,2,1960,2,1960 in country music,year_end,0,1
artist_000799,Skeeter Davis,Skeeter Davis,existing_artist,Am I That Easy to Forget,am i that easy to forget,1960,11,1960,11,1960 in country music,year_end,0,1
artist_000799,Skeeter Davis,Skeeter Davis,existing_artist,Gonna Get Along Without You Now,gonna get along without you now,1964,8,1964,8,1964 in country music,year_end,0,1
artist_000799,Skeeter Davis,Skeeter Davis,existing_artist,He Says the Same Things to Me,he says the same things to me,1964,17,1964,17,1964 in country music,year_end,0,1
artist_000799,Skeeter Davis,Skeeter Davis,existing_artist,Homebreaker,homebreaker,1959,15,1959,15,1959 in country music,year_end,0,1
artist_000799,Skeeter Davis,Skeeter Davis,existing_artist,My Last Date (With You),my last date,1961,31,1961,31,Billboard year-end top 50 country & western singles of 1961,year_end_wikipedia,0,1
artist_000799,Skeeter Davis,Skeeter Davis,existing_artist,Set Him Free,set him free,1959,5,1959|1959,5|32,1959 in country music|Billboard year-end top 50 country & western singles of 1959,year_end|year_end_wikipedia,0,1
artist_000130,Skeets McDonald,Skeets McDonald,existing_artist,Don't Let the Stars Get in Your Eyes,don t let the stars get in your eyes,1953,12,1953,12,Billboard Top Country & Western Records of 1953,year_end,0,1
artist_000681,Slim Whitman,Slim Whitman,existing_artist,Indian Love Call,indian love call,1952,2,1952,2,Billboard Top Country & Western Records of 1952,year_end,0,1
artist_000681,Slim Whitman,Slim Whitman,existing_artist,Keep It a Secret,keep it a secret,1953,19,1953,19,Billboard Top Country & Western Records of 1953,year_end,0,1
artist_000681,Slim Whitman,Slim Whitman,existing_artist,Rose Marie,rose marie,1954,4,1954,4,Billboard Top Country & Western Records of 1954,year_end,0,1
artist_000681,Slim Whitman,Slim Whitman,existing_artist,Secret Love,secret love,1954,2,1954,2,Billboard Top Country & Western Records of 1954,year_end,0,1
artist_000681,Slim Whitman,Slim Whitman,existing_artist,Such a Night,such a night,1954,18,1954,18,Billboard Top Country & Western Records of 1954,year_end,0,1
artist_000653,Slim Willet,Slim Willet,existing_artist,Don't Let the Stars Get in Your Eyes,don t let the stars get in your eyes,1953,22,1953,22,Billboard Top Country & Western Records of 1953,year_end,0,1
artist_000270,Sonny James,Sonny James,existing_artist,A Mi Esposa Con Amor (To My Wife with Love),a mi esposa con amor,1974,4,1974,4,1974 in country music,year_end,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Ask Marie,ask marie,1964,19,1964,19,1964 in country music,year_end,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Baltimore,baltimore,1964,6,1964,6,1964 in country music,year_end,0,1
artist_000270,Sonny James,Sonny James,existing_artist,"Bright Lights, Big City",bright lights big city,1971,1,1971,1,List of Hot Country Singles number ones of 1971,weekly_number_one_wikipedia,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Don't Keep Me Hangin' On,don t keep me hangin on,1970,1,1970,1,List of Hot Country Singles number ones of 1970,weekly_number_one_wikipedia,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Empty Arms,empty arms,1971,1,1971,1,List of Hot Country Singles number ones of 1971,weekly_number_one_wikipedia,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Endlessly,endlessly,1970,1,1970,1,List of Hot Country Singles number ones of 1970,weekly_number_one_wikipedia,0,1
artist_000270,Sonny James,Sonny James,existing_artist,"First Date, First Kiss, First Love",first date first kiss first love,1957,9,1957,9,Billboard Top Country & Western Records of 1957,year_end,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Here Comes Honey Again,here comes honey again,1971,1,1971,1,List of Hot Country Singles number ones of 1971,weekly_number_one_wikipedia,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Is It Wrong (For Loving You),is it wrong,1974,75,1974|1974,1|75,1974 in country music|List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia|year_end,0,1
artist_000270,Sonny James,Sonny James,existing_artist,It's Just a Matter of Time,it s just a matter of time,1970,1,1970,1,List of Hot Country Singles number ones of 1970,weekly_number_one_wikipedia,0,1
artist_000270,Sonny James,Sonny James,existing_artist,That's Why I Love You Like I Do,that s why i love you like i do,1972,1,1972,1,List of Hot Country Singles number ones of 1972,weekly_number_one_wikipedia,0,1
artist_000270,Sonny James,Sonny James,existing_artist,You're the Reason (I'm in Love),you re the reason,1957,6,1957,6,Billboard Top Country & Western Records of 1957,year_end,0,1
artist_000270,Sonny James,Sonny James,existing_artist,Young Love,young love,1957,1,1957,1,Billboard Top Country & Western Records of 1957,year_end,0,1
artist_001156,Spade Cooley,Spade Cooley and His Western Band,existing_artist,Detour,detour,1946,15,1946,15,1946 in country music,year_end,0,1
artist_001156,Spade Cooley,Spade Cooley and His Western Band,existing_artist,You Can't Break My Heart,you can t break my heart,1946,20,1946,20,1946 in country music,year_end,0,1
artist_001878,Steve Holy,Steve Holy,existing_artist,Love Don't Run,love don t run,2011,19,2011,19,2011 in country music,year_end,0,1
artist_000587,Steve Wariner,Steve Wariner (duet with Garth Brooks),existing_artist,Burnin' the Roadhouse Down,burnin the roadhouse down,1998,26,1998,26,1998 in country music,year_end,0,1
artist_000587,Steve Wariner,Steve Wariner,existing_artist,Holes in the Floor of Heaven,holes in the floor of heaven,1998,2,1998,2,1998 in country music,year_end,0,1
artist_000587,Steve Wariner,Steve Wariner,existing_artist,It Won't Be Over You,it won t be over you,1994,18,1994,18,1994 in country music,year_end,0,1
artist_001392,Steven Tyler,Steven Tyler,existing_artist,Love Is Your Name,love is your name,2015,19,2015,19,2015 in country music,year_end,0,1
artist_000067,Stonewall Jackson,Stonewall Jackson,existing_artist,Don't Be Angry,don t be angry,1964,4,1964,4,1964 in country music,year_end,0,1
artist_000067,Stonewall Jackson,Stonewall Jackson,existing_artist,Mary Don't You Weep,mary don t you weep,1960,12,1960,12,1960 in country music,year_end,0,1
artist_000067,Stonewall Jackson,Stonewall Jackson,existing_artist,Why I'm Walkin',why i m walkin,1960,6,1960,6,1960 in country music,year_end,0,1
artist_000746,Stuart Hamblen,Stuart Hamblen,existing_artist,(Remember Me) I'm the One Who Loves You,i m the one who loves you,1950,2,1950,2,Billboard Top Country & Western Records of 1950,year_end,0,1
artist_000746,Stuart Hamblen,Stuart Hamblen,existing_artist,It's No Secret,it s no secret,1951,8,1951,8,Billboard Top Country & Western Records of 1951,year_end,0,1
artist_000746,Stuart Hamblen,Stuart Hamblen,existing_artist,This Ole House,this ole house,1954,2,1954|1955,2|24,Billboard Top Country & Western Records of 1954|Billboard Top Country & Western Records of 1955,year_end,0,1
artist_002444,Sugarland,Sugarland,existing_artist,All I Want to Do,all i want to do,2008,1,2008,1,2008 in country music,year_end,1,1
artist_002480,Sundance Head,Sundance Head,existing_artist,At Last,at last,2016,11,2016,11,2016 in country music,year_end,0,0
artist_002480,Sundance Head,Sundance Head,existing_artist,Darlin' Don't Go,darlin don t go,2016,4,2016,4,2016 in country music,year_end,0,0
artist_002520,Sunday Sharpe,Sunday Sharpe,existing_artist,I'm Having Your Baby,i m having your baby,1974,11,1974,11,1974 in country music,year_end,0,0
artist_001724,Sunny Sweeney,Sunny Sweeney,existing_artist,From a Table Away,from a table away,2011,10,2011,10,2011 in country music,year_end,0,1
artist_001049,Susan Raye,Susan Raye,existing_artist,Stop the World (And Let Me Off),stop the world,1974,18,1974,18,1974 in country music,year_end,0,1
artist_000910,Suzy Bogguss,Suzy Bogguss,existing_artist,Hey Cinderella,hey cinderella,1994,5,1994,5,1994 in country music,year_end,0,1
artist_000910,Suzy Bogguss,Suzy Bogguss,existing_artist,Somebody to Love,somebody to love,1998,33,1998,33,1998 in country music,year_end,0,1
artist_000910,Suzy Bogguss,Suzy Bogguss,existing_artist,Someday Soon,someday soon,1991,12,1991,12,1991 in country music,year_end,0,1
artist_002086,T. G. Sheppard,T.G. Sheppard,existing_artist,Devil in the Bottle,devil in the bottle,1975,1,1975,1,List of Hot Country Singles number ones of 1975,weekly_number_one_wikipedia,0,1
artist_002086,T. G. Sheppard,T.G. Sheppard,existing_artist,Last Cheater's Waltz,last cheater s waltz,1979,1,1979,1,List of Hot Country Singles number ones of 1979,weekly_number_one_wikipedia,0,1
artist_002086,T. G. Sheppard,T.G. Sheppard,existing_artist,Tryin' to Beat the Morning Home,tryin to beat the morning home,1975,1,1975,1,List of Hot Country Singles number ones of 1975,weekly_number_one_wikipedia,0,1
artist_001888,T. Texas Tyler,T. Texas Tyler,existing_artist,Bumming Around,bumming around,1953,5,1953,5,Billboard Top Country & Western Records of 1953,year_end,0,1
artist_001888,T. Texas Tyler,T. Texas Tyler,existing_artist,Courtin' in the Rain,courtin in the rain,1954,3,1954,3,Billboard Top Country & Western Records of 1954,year_end,0,1
artist_001888,T. Texas Tyler,T. Texas Tyler,existing_artist,Deck of Cards,deck of cards,1948,14,1948,14,1948 in country music,year_end,0,1
artist_000740,Tammy Wynette,Tammy Wynette,existing_artist,'Til I Can Make It on My Own,til i can make it on my own,1976,1,1976,1,List of Hot Country Singles number ones of 1976,weekly_number_one_wikipedia,0,1
artist_000740,Tammy Wynette,Tammy Wynette,existing_artist,Another Lonely Song,another lonely song,1974,1,1974,1,List of Hot Country Singles number ones of 1974,weekly_number_one_wikipedia,0,1
artist_000740,Tammy Wynette,Tammy Wynette,existing_artist,Bedtime Story,bedtime story,1972,1,1972,1,List of Hot Country Singles number ones of 1972,weekly_number_one_wikipedia,0,1
artist_000740,Tammy Wynette,Tammy Wynette,existing_artist,Good Lovin' (Makes It Right),good lovin,1971,1,1971,1,List of Hot Country Singles number ones of 1971,weekly_number_one_wikipedia,0,1
artist_000740,Tammy Wynette,Tammy Wynette,existing_artist,My Man (Understands),my man,1972,1,1972,1,List of Hot Country Singles number ones of 1972,weekly_number_one_wikipedia,0,1
artist_000086,Tanya Tucker,Tanya Tucker,existing_artist,Blood Red and Goin' Down,blood red and goin down,1973,1,1973,1,List of Hot Country Singles number ones of 1973,weekly_number_one_wikipedia,0,1
artist_000086,Tanya Tucker,Tanya Tucker,existing_artist,Here's Some Love,here s some love,1976,1,1976,1,List of Hot Country Singles number ones of 1976,weekly_number_one_wikipedia,0,1
artist_000086,Tanya Tucker,Tanya Tucker,existing_artist,It Won't Be Me,it won t be me,1991,6,1991,6,1991 in country music,year_end,0,1
artist_000086,Tanya Tucker,Tanya Tucker,existing_artist,We Don't Have to Do This,we don t have to do this,1994,11,1994,11,1994 in country music,year_end,0,1
artist_000086,Tanya Tucker,Tanya Tucker,existing_artist,What's Your Mama's Name,what s your mama s name,1973,1,1973,1,List of Hot Country Singles number ones of 1973,weekly_number_one_wikipedia,0,1
artist_000086,Tanya Tucker,Tanya Tucker,existing_artist,You Just Watch Me,you just watch me,1994,20,1994,20,1994 in country music,year_end,0,1
artist_000168,Taylor Swift,Taylor Swift,existing_artist,Should've Said No,should ve said no,2008,1,2008,1,2008 in country music,year_end,0,1
artist_000168,Taylor Swift,Taylor Swift featuring Dixie Chicks,existing_artist,Soon You'll Get Better,soon you ll get better,2019,10,2019,10,2019 in country music,year_end,0,1
artist_002631,Ted Self,Ted Self,existing_artist,(Little Angel) Come Rock Me to Sleep,come rock me to sleep,1960,20,1960,20,1960 in country music,year_end,0,0
artist_002495,Tenille Townes,Tenille Townes,existing_artist,Somebody's Daughter,somebody s daughter,2019,29,2019,29,2019 in country music,year_end,0,0
artist_002555,Tennessee Ernie,Tennessee Ernie,existing_artist,Anticipation Blues,anticipation blues,1949,19,1949,19,1949 in country music,year_end,0,0
artist_002555,Tennessee Ernie,Tennessee Ernie,existing_artist,Mule Train,mule train,1949,14,1949,14,1949 in country music,year_end,0,0
artist_001965,Tennessee Ernie Ford,Tennessee Ernie Ford,existing_artist,Ballad of Davy Crockett,ballad of davy crockett,1955,14,1955,14,Billboard Top Country & Western Records of 1955,year_end,0,1
artist_001965,Tennessee Ernie Ford,Tennessee Ernie Ford,existing_artist,Mule Train,mule train,1949,10,1949,10,1949 in country music,year_end,0,1
artist_001965,Tennessee Ernie Ford,Tennessee Ernie Ford,existing_artist,River of No Return,river of no return,1954,9,1954,9,Billboard Top Country & Western Records of 1954,year_end,0,1
artist_001965,Tennessee Ernie Ford,Tennessee Ernie Ford,existing_artist,Sixteen Tons,sixteen tons,1956,7,1955|1956,21|7,Billboard Top Country & Western Records of 1955|Billboard Top Country & Western Records of 1956,year_end,0,1
artist_001965,Tennessee Ernie Ford,Tennessee Ernie Ford,existing_artist,The Shotgun Boogie,the shotgun boogie,1951,1,1951,1,Billboard Top Country & Western Records of 1951,year_end,0,1
artist_002632,"Tennessee Ernie Ford, Kay Starr","Tennessee Ernie Ford, Kay Starr",existing_artist,I'll Never Be Free,i ll never be free,1950,15,1950,15,Billboard Top Country & Western Records of 1950,year_end,0,0
artist_001232,Terri Clark,Terri Clark,existing_artist,You're Easy on the Eyes,you re easy on the eyes,1998,1,1998,1,1998 in country music,year_end,0,1
artist_000610,Terry Fell,Terry Fell,existing_artist,Don't Drop It,don t drop it,1954,4,1954,4,Billboard Top Country & Western Records of 1954,year_end,0,1
artist_001535,Tex Ritter,Tex Ritter,existing_artist,Hillbilly Heaven,hillbilly heaven,1961,14,1961,14,Billboard year-end top 50 country & western singles of 1961,year_end_wikipedia,0,1
artist_001535,Tex Ritter,Tex Ritter,existing_artist,When You Leave Don't Slam The Door,when you leave don t slam the door,1946,16,1946,16,1946 in country music,year_end,0,1
artist_001535,Tex Ritter,Tex Ritter,existing_artist,You Will Have To Pay,you will have to pay,1946,5,1946|1946,5|12,1946 in country music,year_end,0,1
artist_001155,Tex Williams,Tex Williams and His Western Caravan,existing_artist,Banjo Polka,banjo polka,1948,21,1948,21,1948 in country music,year_end,0,1
artist_001155,Tex Williams,Tex Williams and His Western Caravan,existing_artist,Don't Telephone - Don't Telegraph (Tell A Woman),don t telephone don t telegraph,1948,17,1948,17,1948 in country music,year_end,0,1
artist_001155,Tex Williams,Tex Williams and His Western Caravan,existing_artist,Never Trust A Woman,never trust a woman,1947,10,1947,10,1947 in country music,year_end,0,1
