musicbrainz_mbid,mb_birth_date,mb_birth_year,mb_birth_city,mb_birth_county,mb_birth_state,mb_birth_country
9f0b16ba-d2be-49be-8f37-4a96a17cf863,1997-06-09,1997.0,,County Down,,
55daeec5-3f2f-4d61-b51e-0c6a30241b9e,1975-08-12,1975.0,,,,
7e5a0c3f-339a-4e5d-aed0-1946112b4a66,1967-01-01,1967.0,,,,United States
49ed7104-0cec-4dd3-ab1f-e7c28fd27327,,,,,,
48db3bb1-2926-4658-9f48-cf1fdd660865,1968-01-08,1968.0,,,,
1785d680-3bc2-4967-b1ff-fa73e9bbf83f,1968-01-01,1968.0,,,,United States
fa1d45af-ceeb-445f-afe2-65308eef7780,,,,,,United States
36ec3cbf-fe4f-419f-840a-aed9afdf0250,1927-06-13,1927.0,,,,
3f7e545b-8c7c-4469-9fa8-59f6e90796b4,,,,,,
54f855b3-e958-46c3-973d-d4536250a652,1966-06-03,1966.0,,,,United States
41beca5a-30ec-44a6-8387-925d236b79d3,1970-08-27,1970.0,,,,
0e286b3e-0971-44d4-bb5e-5f55dc1d711a,1969-12-22,1969.0,,,,
205f5600-1d29-419a-983e-4ecc13105ecc,1992-10-19,1992.0,,,,
ef9185ff-eff6-4d1a-bbd9-84fe20f1ef63,2018-01-01,2018.0,,,,United States
d983ff62-9469-4e0b-a1b8-464974eba541,,,,,,
8f918972-81e9-43a5-80a4-d244a42dc5b2,1945-01-01,1945.0,,,,United States
7f98cb2a-9b68-4b3d-9acf-e858694a3396,1994-01-01,1994.0,,,,United States
4c789e58-2e4c-4167-b881-79aec362824f,,,,County Meath,,
dd5fb19b-e685-47b2-bc4c-9535c58c08b6,,,,,,United States
885e66f0-8485-451d-9893-5552260b788d,1968-01-01,1968.0,,,,United States
66980f96-2716-48e6-88c2-cbbb81b8e888,,,,,,United States
bc48ca9d-b28d-4822-a27e-f176afd3b633,,,,,,United States
fc45fb05-bf2b-43ac-b66d-aac3e0287b0a,1962-06-15,1962.0,,,,United States
8e089671-5e1c-4467-9983-ea4e7fbab4f1,1950-12-07,1950.0,,,,
9f6ebe31-fc8c-4fa8-a5b2-511a641263f8,1984-03-08,1984.0,,,,
433e715e-1eac-47e6-815f-93797cfab7aa,1967-01-01,1967.0,,,,
6e0ae159-8449-4262-bba5-18ec87fa529f,1999-01-01,1999.0,,,,United States
80936981-aadc-45b2-a5b1-cf9542a1e394,2007-01-01,2007.0,,,,United States
8fec36ae-abfa-4ab9-bd48-87f42203255b,2004-01-01,2004.0,,,,United States
c18472c5-67ce-4d38-9fa3-d5bc2ef856e8,,,,,,United States
d2ccb26b-b3ef-4e12-a336-f07c1bfa00ef,2005-01-01,2005.0,,,,United States
5ab1932a-1a7f-4723-af17-182786db6879,,,,,,
b265389c-32a8-4ad4-ae8e-69e5ff247d34,1945-09-01,1945.0,,,,
b7d91b37-4639-43d4-8334-fdd1a7a32e08,,,,,,
252b5d32-5bd5-4cae-9d48-6aafa2145c33,1975-01-01,1975.0,,,,United States
f30118c5-f783-4969-8427-f3c096378267,1988-01-01,1988.0,,,,United States
21e68cc5-1295-4b66-8f4d-6ba58d63f78c,1989-01-01,1989.0,,,,United States
db15e7aa-7b0b-400a-b8e3-dcb17e646e4a,2014-01-01,2014.0,,,Maryland,United States
3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,1989-01-01,1989.0,,,,United States
0eedfc95-e79a-4fd9-832a-cd816a0b3fda,2006-01-01,2006.0,,,,United States
6a2d48d4-25c0-483d-b135-680af589a4ae,2012-12-01,2012.0,,,,United States
55b46f3f-cbad-4008-bd79-4c4971eb21b3,1956-01-01,1956.0,,,,United States
